run_date,collected_at,listing_date,seller,title,category,price,currency,market,listing_year,listing_month,listing_day,price_bucket,category_normalized,category_main
2025-12-23,2025-12-23 20:36:49.689152,2024-10-02 20:37:57.709925,seller_ma_122,Webcam HD 4096p Philips,Baby,37.99,USD,MOROCCO,2024,10,2,10-50,BABY,Baby
2025-12-23,2025-12-23 20:36:49.757272,2024-10-12 10:08:43.709925,seller_ma_176,Webcam HD 4096p LG,Pet Supplies,25.99,USD,MOROCCO,2024,10,12,10-50,PET SUPPLIES,Pet Supplies
2025-12-23,2025-12-23 20:36:49.763808,2024-10-08 23:21:40.709925,seller_ma_177,Curtains Blackout Mcm,Home & Garden,48.99,USD,MOROCCO,2024,10,8,10-50,HOME & GARDEN,Home
2025-12-23,2025-12-23 20:36:50.175599,2024-10-16 07:53:21.709925,seller_ma_075,Engine Oil Filter Michelin,Automotive,33.0,USD,MOROCCO,2024,10,16,10-50,AUTOMOTIVE,Automotive
2025-12-23,2025-12-23 20:36:50.819970,2025-10-05 04:46:22.709925,seller_ma_180,Power Bank 1mAh,Musical Instruments & Gear,35.99,USD,MOROCCO,2025,10,5,10-50,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:36:51.705599,2025-10-25 21:01:39.709925,seller_ma_145,HDMI Cable 5m Gold Plated,"TV, Video & Home Audio",40.0,USD,MOROCCO,2025,10,25,10-50,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:36:51.826051,2024-10-15 06:28:12.709925,seller_ma_100,Wireless Headphones Sony,Toys & Hobbies,17.99,USD,MOROCCO,2024,10,15,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:36:51.943200,2024-10-18 01:11:03.709925,seller_ma_057,Wireless Headphones Philips,Business & Industrial,40.99,USD,MOROCCO,2024,10,18,10-50,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:52.691238,2025-10-07 18:52:16.709925,seller_ma_200,Webcam HD 720p Anker,Baby,38.99,USD,MOROCCO,2025,10,7,10-50,BABY,Baby
2025-12-23,2025-12-23 20:36:52.833843,2025-10-08 21:24:24.709925,seller_ma_163,Wireless Headphones LG,Musical Instruments & Gear,18.99,USD,MOROCCO,2025,10,8,10-50,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:36:52.859363,2025-10-19 17:29:21.709925,seller_ma_170,Bluetooth Speaker JBL,Health & Beauty,24.99,USD,MOROCCO,2025,10,19,10-50,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:53.023619,2025-10-10 03:57:02.709925,seller_ma_117,Cookware Set Stainless Steel,Home & Garden,43.99,USD,MOROCCO,2025,10,10,10-50,HOME & GARDEN,Home
2025-12-23,2025-12-23 20:36:53.335391,2024-10-19 00:44:54.709925,seller_ma_159,Webcam HD 1440p Belkin,Health & Beauty,46.0,USD,MOROCCO,2024,10,19,10-50,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:53.346397,2025-10-24 14:56:32.709925,medina_shop,Women's Dress Summer Size 45,"Clothing, Shoes & Accessories",46.0,USD,MOROCCO,2025,10,24,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:53.388189,2024-10-20 03:12:36.709925,seller_ma_051,Wireless Headphones Sony,Toys & Hobbies,29.99,USD,MOROCCO,2024,10,20,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:36:53.445461,2025-10-30 19:36:35.709925,seller_ma_136,HDMI Cable 3m Gold Plated,"TV, Video & Home Audio",39.99,USD,MOROCCO,2025,10,30,10-50,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:36:53.710282,2024-10-19 16:43:28.709925,seller_ma_145,Wireless Headphones JBL,Health & Beauty,49.99,USD,MOROCCO,2024,10,19,10-50,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:53.972289,2024-10-21 06:23:08.709925,seller_ma_135,Running Shoes LG Size M,"Clothing, Shoes & Accessories",31.0,USD,MOROCCO,2024,10,21,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:54.165959,2025-10-12 14:47:50.709925,seller_ma_093,Gaming Mouse RGB JBL,Baby,38.99,USD,MOROCCO,2025,10,12,10-50,BABY,Baby
2025-12-23,2025-12-23 20:36:54.484114,2024-10-30 04:54:51.709925,seller_ma_001,Wireless Headphones JBL,Video Games & Consoles,31.0,USD,MOROCCO,2024,10,30,10-50,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:54.670553,2024-10-06 18:36:03.709925,seller_ma_113,Phone Charger Fast Charging Sony,"Books, Movies & Music",32.99,USD,MOROCCO,2024,10,6,10-50,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:54.829333,2025-10-02 19:55:43.709925,seller_ma_046,"""LED TV 43"""" Anker Smart""",Health & Beauty,35.99,USD,MOROCCO,2025,10,2,10-50,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:55.775524,2025-10-17 13:44:59.709925,seller_ma_163,Tire Pressure Gauge Digital,Automotive,35.0,USD,MOROCCO,2025,10,17,10-50,AUTOMOTIVE,Automotive
2025-12-23,2025-12-23 20:36:55.823996,2024-10-09 17:43:14.709925,rabat_deals,HDMI Cable 1m Gold Plated,Sporting Goods,43.99,USD,MOROCCO,2024,10,9,10-50,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:36:56.165327,2025-10-06 16:46:29.709925,seller_ma_137,Wireless Headphones LG,"Books, Movies & Music",33.99,USD,MOROCCO,2025,10,6,10-50,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:56.306515,2025-10-12 02:26:51.709925,seller_ma_101,Bluetooth Speaker LG,"TV, Video & Home Audio",48.0,USD,MOROCCO,2025,10,12,10-50,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:36:56.330691,2024-10-25 18:01:08.709925,atlas_trading,Power Bank 50000mAh,Jewelry & Watches,43.99,USD,MOROCCO,2024,10,25,10-50,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:36:56.400823,2025-10-11 20:24:27.709925,seller_ma_065,Wireless Headphones Samsung,Business & Industrial,26.99,USD,MOROCCO,2025,10,11,10-50,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:56.417563,2025-10-30 04:09:46.709925,seller_ma_194,"""LED TV XXL"""" Samsung Smart""","Books, Movies & Music",24.99,USD,MOROCCO,2025,10,30,10-50,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:56.440560,2024-10-27 14:05:55.709925,seller_ma_119,Wireless Headphones Anker,Video Games & Consoles,27.99,USD,MOROCCO,2024,10,27,10-50,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:56.864327,2024-10-30 06:03:46.709925,seller_ma_104,Phone Charger Fast Charging Samsung,"Books, Movies & Music",27.99,USD,MOROCCO,2024,10,30,10-50,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:56.913789,2024-10-10 12:40:48.709925,seller_ma_176,Webcam HD 720p Philips,Baby,41.0,USD,MOROCCO,2024,10,10,10-50,BABY,Baby
2025-12-23,2025-12-23 20:36:57.216906,2024-10-10 08:26:42.709925,seller_ma_127,Laptop Stand Aluminum,Health & Beauty,38.99,USD,MOROCCO,2024,10,10,10-50,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:57.278225,2025-10-21 00:49:53.709925,seller_ma_093,Power Bank 30000mAh,Health & Beauty,37.0,USD,MOROCCO,2025,10,21,10-50,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:57.559616,2025-10-31 23:21:40.709925,seller_ma_167,Wireless Headphones Anker,Baby,43.0,USD,MOROCCO,2025,10,31,10-50,BABY,Baby
2025-12-23,2025-12-23 20:36:57.794007,2025-10-11 04:27:22.709925,seller_ma_088,Webcam HD 1440p LG,Pet Supplies,29.99,USD,MOROCCO,2025,10,11,10-50,PET SUPPLIES,Pet Supplies
2025-12-23,2025-12-23 20:36:58.598969,2024-10-08 07:13:09.709925,seller_ma_145,Gaming Mouse RGB LG,Video Games & Consoles,45.0,USD,MOROCCO,2024,10,8,10-50,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:58.927520,2025-10-22 15:26:02.709925,seller_ma_118,USB Cable Type-C 5m,Sporting Goods,13.99,USD,MOROCCO,2025,10,22,10-50,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:36:58.949863,2024-10-08 21:18:26.709925,seller_ma_021,Phone Charger Fast Charging Anker,Musical Instruments & Gear,21.99,USD,MOROCCO,2024,10,8,10-50,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:36:58.960624,2025-10-19 04:21:05.709925,seller_ma_090,Vacuum Cleaner Robot Moulinex,Home & Garden,33.0,USD,MOROCCO,2025,10,19,10-50,HOME & GARDEN,Home
2025-12-23,2025-12-23 20:37:00.333807,2025-10-15 12:25:28.709925,seller_ma_130,Laptop Stand Aluminum,Health & Beauty,23.99,USD,MOROCCO,2025,10,15,10-50,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:37:00.586116,2025-10-09 08:50:18.709925,seller_ma_111,USB Cable Type-C 2m,Toys & Hobbies,29.99,USD,MOROCCO,2025,10,9,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:37:02.286530,2024-10-06 19:30:23.709925,seller_ma_012,Tire Pressure Gauge Digital,Automotive,33.99,USD,MOROCCO,2024,10,6,10-50,AUTOMOTIVE,Automotive
2025-12-23,2025-12-23 20:37:02.440109,2025-10-27 03:01:51.709925,seller_ma_097,Webcam HD 4096p Samsung,"TV, Video & Home Audio",44.0,USD,MOROCCO,2025,10,27,10-50,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:37:02.786625,2024-10-13 03:51:12.709925,seller_ma_091,Webcam HD 1440p Philips,Jewelry & Watches,25.99,USD,MOROCCO,2024,10,13,10-50,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:37:02.850516,2024-10-03 15:06:14.709925,seller_ma_105,Power Bank 512mAh,Electronics,31.99,USD,MOROCCO,2024,10,3,10-50,ELECTRONICS,Electronics
2025-12-23,2025-12-23 20:37:02.927795,2025-10-03 01:06:37.709925,seller_ma_148,Laptop Stand Aluminum,Toys & Hobbies,23.0,USD,MOROCCO,2025,10,3,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:37:03.287689,2025-10-01 01:34:16.709925,seller_ma_136,Laptop Stand Aluminum,"Books, Movies & Music",49.0,USD,MOROCCO,2025,10,1,10-50,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:37:03.639650,2025-10-30 02:37:39.709925,rabat_deals,Running Shoes Samsung Size L,"Clothing, Shoes & Accessories",22.0,USD,MOROCCO,2025,10,30,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:37:03.854837,2025-10-04 02:45:24.709925,seller_ma_125,Laptop Stand Aluminum,Musical Instruments & Gear,34.99,USD,MOROCCO,2025,10,4,10-50,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:37:03.920398,2024-10-29 01:34:49.709925,seller_ma_063,"""LED TV L"""" Sony Smart""",Sporting Goods,24.99,USD,MOROCCO,2024,10,29,10-50,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:37:04.674370,2025-10-27 13:50:07.709925,seller_ma_095,Wireless Headphones Anker,Jewelry & Watches,40.99,USD,MOROCCO,2025,10,27,10-50,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:37:05.152304,2024-10-02 14:55:28.709925,seller_ma_003,Bluetooth Speaker Anker,Musical Instruments & Gear,28.99,USD,MOROCCO,2024,10,2,10-50,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:37:05.300271,2024-10-19 10:12:23.709925,seller_ma_105,USB Cable Type-C 3m,Video Games & Consoles,41.99,USD,MOROCCO,2024,10,19,10-50,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:37:05.560273,2024-10-21 18:39:49.709925,seller_ma_160,Webcam HD 1440p Philips,Video Games & Consoles,46.99,USD,MOROCCO,2024,10,21,10-50,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:37:05.744607,2024-10-01 00:26:45.709925,seller_ma_175,Car Air Freshener Ocean,Automotive,21.99,USD,MOROCCO,2024,10,1,10-50,AUTOMOTIVE,Automotive
2025-12-23,2025-12-23 20:37:06.707754,2025-10-27 04:21:14.709925,seller_ma_087,USB Cable Type-C 1m,Toys & Hobbies,10.0,USD,MOROCCO,2025,10,27,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:37:06.771845,2025-10-03 01:12:21.709925,seller_ma_181,HDMI Cable 1m Gold Plated,Jewelry & Watches,48.0,USD,MOROCCO,2025,10,3,10-50,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:37:06.920437,2024-10-22 05:52:53.709925,seller_ma_047,Baseball Cap Philips,"Clothing, Shoes & Accessories",46.99,USD,MOROCCO,2024,10,22,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:37:07.541418,2025-10-24 22:41:49.709925,atlas_trading,Baseball Cap JBL,"Clothing, Shoes & Accessories",24.99,USD,MOROCCO,2025,10,24,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:37:07.555425,2024-10-03 02:16:19.709925,seller_ma_191,Phone Charger Fast Charging Sony,Business & Industrial,42.99,USD,MOROCCO,2024,10,3,10-50,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:37:07.702511,2025-10-28 01:39:32.709925,seller_ma_098,Power Bank 20000mAh,Jewelry & Watches,41.99,USD,MOROCCO,2025,10,28,10-50,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:37:07.939336,2024-10-28 20:44:05.709925,seller_ma_036,Leather Wallet Samsung,"Clothing, Shoes & Accessories",38.99,USD,MOROCCO,2024,10,28,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:37:08.229982,2025-10-18 00:58:03.709925,seller_ma_093,Phone Charger Fast Charging Belkin,Business & Industrial,44.99,USD,MOROCCO,2025,10,18,10-50,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:37:08.576335,2025-10-20 07:58:09.709925,seller_ma_163,HDMI Cable 5m Gold Plated,"TV, Video & Home Audio",33.99,USD,MOROCCO,2025,10,20,10-50,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:37:08.728130,2025-10-26 05:50:21.709925,seller_ma_200,HDMI Cable 5m Gold Plated,"TV, Video & Home Audio",19.0,USD,MOROCCO,2025,10,26,10-50,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:37:09.021867,2025-10-13 01:10:58.709925,seller_ma_005,Gaming Mouse RGB JBL,Jewelry & Watches,20.99,USD,MOROCCO,2025,10,13,10-50,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:37:09.061014,2024-10-24 23:01:46.709925,seller_ma_148,Gaming Mouse RGB Samsung,Toys & Hobbies,27.99,USD,MOROCCO,2024,10,24,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:37:09.345568,2025-10-07 19:41:20.709925,seller_ma_123,Bluetooth Speaker Samsung,Jewelry & Watches,32.99,USD,MOROCCO,2025,10,7,10-50,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:37:09.432011,2025-10-01 08:55:42.709925,seller_ma_030,Wireless Headphones Anker,Toys & Hobbies,15.0,USD,MOROCCO,2025,10,1,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:37:09.494230,2024-10-23 22:04:07.709925,seller_ma_007,Baseball Cap Sony,"Clothing, Shoes & Accessories",36.99,USD,MOROCCO,2024,10,23,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:37:09.673505,2024-10-04 20:18:11.709925,medina_shop,Laptop Stand Aluminum,Health & Beauty,43.99,USD,MOROCCO,2024,10,4,10-50,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:37:10.950825,2024-10-28 15:15:22.709925,seller_ma_183,"""LED TV 43"""" Sony Smart""","Books, Movies & Music",41.99,USD,MOROCCO,2024,10,28,10-50,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:37:11.074446,2025-10-24 22:45:03.709925,seller_ma_082,Cookware Set Stainless Steel,Home & Garden,41.99,USD,MOROCCO,2025,10,24,10-50,HOME & GARDEN,Home
2025-12-23,2025-12-23 20:37:11.245759,2024-10-21 15:37:39.709925,seller_ma_129,Gaming Mouse RGB LG,Baby,25.99,USD,MOROCCO,2024,10,21,10-50,BABY,Baby
2025-12-23,2025-12-23 20:37:11.289067,2025-10-27 02:53:37.709925,seller_ma_136,HDMI Cable 2m Gold Plated,Baby,49.0,USD,MOROCCO,2025,10,27,10-50,BABY,Baby
2025-12-23,2025-12-23 20:37:11.422893,2025-10-06 18:20:17.709925,seller_ma_116,Power Bank 256mAh,Toys & Hobbies,41.99,USD,MOROCCO,2025,10,6,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:37:11.515689,2024-10-05 19:09:35.709925,seller_ma_056,HDMI Cable 5m Gold Plated,Toys & Hobbies,36.99,USD,MOROCCO,2024,10,5,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:37:11.842213,2025-10-01 15:22:22.709925,seller_ma_171,Gaming Mouse RGB JBL,Sporting Goods,20.0,USD,MOROCCO,2025,10,1,10-50,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:37:12.123248,2024-10-16 15:40:23.709925,seller_ma_019,Webcam HD 2160p Anker,Pet Supplies,48.99,USD,MOROCCO,2024,10,16,10-50,PET SUPPLIES,Pet Supplies
2025-12-23,2025-12-23 20:37:12.244367,2025-10-09 08:52:28.709925,seller_ma_197,Wireless Headphones Samsung,"TV, Video & Home Audio",21.99,USD,MOROCCO,2025,10,9,10-50,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:37:12.270257,2024-10-11 02:36:37.709925,seller_ma_005,Webcam HD 4096p Sony,Musical Instruments & Gear,45.99,USD,MOROCCO,2024,10,11,10-50,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:37:12.352527,2025-10-19 21:50:16.709925,souk_online,USB Cable Type-C 10m,Sporting Goods,39.0,USD,MOROCCO,2025,10,19,10-50,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:37:12.426065,2024-10-12 12:28:45.709925,seller_ma_021,Phone Charger Fast Charging JBL,Video Games & Consoles,21.99,USD,MOROCCO,2024,10,12,10-50,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:37:12.617922,2025-10-05 12:33:42.709925,souk_online,Wireless Headphones Belkin,"Books, Movies & Music",30.99,USD,MOROCCO,2025,10,5,10-50,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:37:12.641659,2024-10-21 07:13:10.709925,seller_ma_105,Laptop Stand Aluminum,Business & Industrial,49.99,USD,MOROCCO,2024,10,21,10-50,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:37:14.100398,2025-10-11 18:14:28.709925,seller_ma_133,Laptop Stand Aluminum,"TV, Video & Home Audio",10.99,USD,MOROCCO,2025,10,11,10-50,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:37:14.191285,2024-10-02 11:18:40.709925,seller_ma_183,HDMI Cable 5m Gold Plated,Video Games & Consoles,48.99,USD,MOROCCO,2024,10,2,10-50,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:46.833867,2025-10-17 00:52:15.709925,seller_ma_070,Coffee Maker Automatic Tefal,Home & Garden,400.0,USD,MOROCCO,2025,10,17,100-500,HOME & GARDEN,Home
2025-12-23,2025-12-23 20:36:47.060059,2025-10-10 04:42:56.709925,seller_ma_090,Webcam HD 4096p Samsung,Baby,116.99,USD,MOROCCO,2025,10,10,100-500,BABY,Baby
2025-12-23,2025-12-23 20:36:47.350491,2025-10-25 04:52:01.709925,seller_ma_007,"""LED TV 45"""" LG Smart""",Electronics,131.99,USD,MOROCCO,2025,10,25,100-500,ELECTRONICS,Electronics
2025-12-23,2025-12-23 20:36:47.504591,2025-10-19 21:55:34.709925,seller_ma_039,LED Headlight Bulbs H7,Automotive,154.0,USD,MOROCCO,2025,10,19,100-500,AUTOMOTIVE,Automotive
2025-12-23,2025-12-23 20:36:47.781569,2025-10-04 05:21:06.709925,seller_ma_059,Power Bank 30000mAh,Business & Industrial,108.99,USD,MOROCCO,2025,10,4,100-500,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:47.781569,2025-10-18 03:28:44.709925,seller_ma_171,Gaming Mouse RGB Philips,Musical Instruments & Gear,200.99,USD,MOROCCO,2025,10,18,100-500,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:36:47.844411,2024-10-17 20:13:48.709925,seller_ma_153,HDMI Cable 10m Gold Plated,Musical Instruments & Gear,144.99,USD,MOROCCO,2024,10,17,100-500,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:36:47.853407,2025-10-28 19:43:48.709925,seller_ma_179,Laptop Stand Aluminum,Video Games & Consoles,120.99,USD,MOROCCO,2025,10,28,100-500,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:47.965051,2024-10-01 05:09:24.709925,seller_ma_182,HDMI Cable 1m Gold Plated,Jewelry & Watches,101.99,USD,MOROCCO,2024,10,1,100-500,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:36:47.974781,2025-10-07 17:11:19.709925,seller_ma_144,Screen Protector Tempered Glass,Cell Phones & Accessories,483.99,USD,MOROCCO,2025,10,7,100-500,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:48.181080,2025-10-23 11:13:53.709925,seller_ma_047,"""LED TV 43"""" JBL Smart""","Books, Movies & Music",123.99,USD,MOROCCO,2025,10,23,100-500,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:48.472787,2024-10-04 04:51:22.709925,seller_ma_012,USB Cable Type-C 10m,Electronics,209.0,USD,MOROCCO,2024,10,4,100-500,ELECTRONICS,Electronics
2025-12-23,2025-12-23 20:36:48.821183,2024-10-23 00:55:08.709925,seller_ma_014,Webcam HD 1440p Anker,Video Games & Consoles,200.99,USD,MOROCCO,2024,10,23,100-500,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:49.624357,2024-10-15 12:50:13.709925,seller_ma_191,Gaming Mouse RGB Samsung,Pet Supplies,200.99,USD,MOROCCO,2024,10,15,100-500,PET SUPPLIES,Pet Supplies
2025-12-23,2025-12-23 20:36:49.724523,2025-10-11 14:35:34.709925,sahara_electronics,Bluetooth Speaker Samsung,"Books, Movies & Music",135.99,USD,MOROCCO,2025,10,11,100-500,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:49.909070,2025-10-17 03:25:53.709925,seller_ma_075,Earbuds True Wireless OnePlus,Cell Phones & Accessories,126.0,USD,MOROCCO,2025,10,17,100-500,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:50.024519,2024-10-30 03:19:12.709925,seller_ma_024,Laptop Stand Aluminum,"Books, Movies & Music",160.99,USD,MOROCCO,2024,10,30,100-500,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:50.100693,2025-10-06 22:19:41.709925,seller_ma_106,Earbuds True Wireless Oppo,Cell Phones & Accessories,316.0,USD,MOROCCO,2025,10,6,100-500,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:50.102693,2025-10-06 11:07:00.709925,seller_ma_161,Webcam HD 1440p Sony,Video Games & Consoles,149.0,USD,MOROCCO,2025,10,6,100-500,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:50.214377,2025-10-22 01:15:14.709925,seller_ma_125,Gaming Mouse RGB Belkin,Video Games & Consoles,200.99,USD,MOROCCO,2025,10,22,100-500,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:50.231095,2024-10-09 22:35:19.709925,seller_ma_183,Samsung Galaxy 14 128GB,Cell Phones & Accessories,218.99,USD,MOROCCO,2024,10,9,100-500,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:50.292236,2025-10-05 01:15:14.709925,seller_ma_036,Phone Charger Fast Charging LG,Cameras & Photo,208.99,USD,MOROCCO,2025,10,5,100-500,CAMERAS & PHOTO,Cameras
2025-12-23,2025-12-23 20:36:50.307743,2025-10-16 04:31:12.709925,seller_ma_002,Screen Protector Tempered Glass,Cell Phones & Accessories,351.0,USD,MOROCCO,2025,10,16,100-500,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:50.470631,2025-10-31 17:49:24.709925,seller_ma_099,Phone Charger Fast Charging LG,Business & Industrial,108.99,USD,MOROCCO,2025,10,31,100-500,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:50.724256,2024-10-11 03:45:28.709925,seller_ma_069,Phone Charger Fast Charging Samsung,Electronics,358.99,USD,MOROCCO,2024,10,11,100-500,ELECTRONICS,Electronics
2025-12-23,2025-12-23 20:36:50.750850,2024-10-28 20:41:37.709925,seller_ma_067,Laptop Stand Aluminum,Sporting Goods,200.99,USD,MOROCCO,2024,10,28,100-500,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:36:50.890606,2024-10-21 02:38:51.709925,seller_ma_166,"""LED TV M"""" JBL Smart""",Electronics,202.0,USD,MOROCCO,2024,10,21,100-500,ELECTRONICS,Electronics
2025-12-23,2025-12-23 20:36:50.995648,2025-10-22 01:58:03.709925,seller_ma_128,Car Phone Holder Magnetic,Cell Phones & Accessories,225.99,USD,MOROCCO,2025,10,22,100-500,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:50.995648,2025-10-15 09:01:36.709925,seller_ma_191,"""LED TV XXL"""" Samsung Smart""",Cameras & Photo,316.0,USD,MOROCCO,2025,10,15,100-500,CAMERAS & PHOTO,Cameras
2025-12-23,2025-12-23 20:36:51.224609,2024-10-21 23:03:18.709925,seller_ma_145,Selfie Stick with Tripod,Cell Phones & Accessories,280.99,USD,MOROCCO,2024,10,21,100-500,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:51.302355,2025-10-07 20:38:39.709925,seller_ma_165,HDMI Cable 1m Gold Plated,Jewelry & Watches,105.99,USD,MOROCCO,2025,10,7,100-500,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:36:51.385549,2024-10-17 23:20:29.709925,seller_ma_054,Coffee Maker Analog Black+Decker,Home & Garden,332.0,USD,MOROCCO,2024,10,17,100-500,HOME & GARDEN,Home
